home_team,away_team,home_score,home_penalties,away_score,away_penalties,attendance,venue,stage,match_date,host_country,wc_year,home_goal_scorers,away_goal_scorers,home_og_scored,away_og_scored,match_id,total_goals,scoreline,goal_difference,went_to_penalties,stage_group,decade,venue_name,venue_city,winner,result_type
Germany,Portugal,3,0,1,0,52000,"Mercedes-Benz Arena, Stuttgart",Third-place match,2006-07-08,Germany,2006,"Bastian Schweinsteiger@56,Bastian Schweinsteiger@78",Nuno Gomes@88,1,0,2006-0312,4,3-1,2,False,Placement,2000s,Mercedes-Benz Arena,Stuttgart,Germany,Home win
Germany,United States,2,0,0,0,49000,"Parc des Princes, Paris",Group stage,1998-06-15,France,1998,"Andreas Möller@9,Jürgen Klinsmann@65",,0,0,1998-0313,2,2-0,2,False,Group,1990s,Parc des Princes,Paris,Germany,Home win
Argentina,Japan,1,0,0,0,33500,"Stadium Municipal, Toulouse",Group stage,1998-06-14,France,1998,Gabriel Batistuta@28,,0,0,1998-0314,1,1-0,1,False,Group,1990s,Stadium Municipal,Toulouse,Argentina,Home win
Portugal,France,0,0,1,0,66000,"Allianz Arena, München",Semi-finals,2006-07-05,Germany,2006,,Zinédine Zidane@33,0,0,2006-0315,1,0-1,1,False,Knockout,2000s,Allianz Arena,München,France,Away win
Germany,Italy,0,0,2,0,65000,"Signal Iduna Park, Dortmund",Semi-finals,2006-07-04,Germany,2006,,"Fabio Grosso@119,Alessandro Del Piero@120+1",0,0,2006-0316,2,0-2,2,False,Knockout,2000s,Signal Iduna Park,Dortmund,Italy,Away win
FR Yugoslavia,IR Iran,1,0,0,0,36000,"Stade Geoffroy-Guichard, Saint-Étienne",Group stage,1998-06-14,France,1998,Siniša Mihajlovi@73,,0,0,1998-0317,1,1-0,1,False,Group,1990s,Stade Geoffroy-Guichard,Saint-Étienne,FR Yugoslavia,Home win
England,Portugal,0,1,0,3,52000,"Veltins-Arena, Gelsenkirchen",Quarter-finals,2006-07-01,Germany,2006,,,0,0,2006-0318,0,0-0,0,True,Knockout,2000s,Veltins-Arena,Gelsenkirchen,Portugal,Away win on penalties
Jamaica,Croatia,1,0,3,0,38100,"Stade Bollaert-Delelis, Lens",Group stage,1998-06-14,France,1998,Robbie Earle@45,"Mario Stani@27,Robert Prosinecki@53,Davor Šuker@69",0,0,1998-0319,4,1-3,2,False,Group,1990s,Stade Bollaert-Delelis,Lens,Croatia,Away win
Brazil,France,0,0,1,0,48000,"Commerzbank-Arena, Frankfurt am Main",Quarter-finals,2006-07-01,Germany,2006,,Thierry Henry@57,0,0,2006-0320,1,0-1,1,False,Knockout,2000s,Commerzbank-Arena,Frankfurt am Main,France,Away win
Spain,Nigeria,2,0,3,0,38000,"Stade de la Beaujoire - Louis Fonteneau, Nantes",Group stage,1998-06-13,France,1998,"Fernando Hierro@21,Raúl@47","Mutiu Adepoju@24,Sunday Oliseh@78",0,1,1998-0321,5,2-3,1,False,Group,1990s,Stade de la Beaujoire - Louis Fonteneau,Nantes,Nigeria,Away win
Germany,Argentina,1,4,1,2,72000,"Olympiastadion Berlin, Berlin",Quarter-finals,2006-06-30,Germany,2006,Miroslav Klose@80,Roberto Ayala@49,0,0,2006-0322,2,1-1,0,True,Knockout,2000s,Olympiastadion Berlin,Berlin,Germany,Home win on penalties
Korea Republic,Mexico,1,0,3,0,39100,"Matmut Stadium de Gerland, Lyon",Group stage,1998-06-13,France,1998,Ha Seok-ju@28,"Ricardo Peláez@51,Luis Hernández@74,Luis Hernández@84",0,0,1998-0323,4,1-3,2,False,Group,1990s,Matmut Stadium de Gerland,Lyon,Mexico,Away win
Italy,Ukraine,3,0,0,0,50000,"Volksparkstadion, Hamburg",Quarter-finals,2006-06-30,Germany,2006,"Gianluca Zambrotta@6,Luca Toni@59,Luca Toni@69",,0,0,2006-0324,3,3-0,3,False,Knockout,2000s,Volksparkstadion,Hamburg,Italy,Home win
Netherlands,Belgium,0,0,0,0,77000,"Stade de France, Paris",Group stage,1998-06-13,France,1998,,,0,0,1998-0325,0,0-0,0,False,Group,1990s,Stade de France,Paris,Draw,Draw
Paraguay,Bulgaria,0,0,0,0,27650,"Stade de la Mosson, Montpellier",Group stage,1998-06-12,France,1998,,,0,0,1998-0326,0,0-0,0,False,Group,1990s,Stade de la Mosson,Montpellier,Draw,Draw
Saudi Arabia,Denmark,0,0,1,0,38100,"Stade Bollaert-Delelis, Lens",Group stage,1998-06-12,France,1998,,Marc Rieper@69,0,0,1998-0327,1,0-1,1,False,Group,1990s,Stade Bollaert-Delelis,Lens,Denmark,Away win
France,South Africa,3,0,0,0,55000,"Orange Vélodrome, Marseille",Group stage,1998-06-12,France,1998,"Christophe Dugarry@34,Thierry Henry@90",,1,0,1998-0328,3,3-0,3,False,Group,1990s,Orange Vélodrome,Marseille,France,Home win
Italy,Chile,2,0,2,0,35200,"Stade Jacques Chaban-Delmas, Bordeaux",Group stage,1998-06-11,France,1998,"Christian Vieri@10,Roberto Baggio@85","Marcelo Salas@45,Marcelo Salas@49",0,0,1998-0329,4,2-2,0,False,Group,1990s,Stade Jacques Chaban-Delmas,Bordeaux,Draw,Draw
Cameroon,Austria,1,0,1,0,36500,"Stadium Municipal, Toulouse",Group stage,1998-06-11,France,1998,Pierre Njanka@77,Toni Polster@90,0,0,1998-0330,2,1-1,0,False,Group,1990s,Stadium Municipal,Toulouse,Draw,Draw
Bosnia and Herzegovina,IR Iran,3,0,1,0,48011,"Itaipava Arena Fonte Nova, Salvador",Group stage,2014-06-25,Brazil,2014,"Edin Džeko@23,Miralem Pjani@59,Avdija Vršajevi@83",Reza Ghoochannejad@82,0,0,2014-0331,4,3-1,2,False,Group,2010s,Itaipava Arena Fonte Nova,Salvador,Bosnia and Herzegovina,Home win
Brazil,Scotland,2,0,1,0,80000,"Stade de France, Paris",Group stage,1998-06-10,France,1998,César Sampaio@5,John Collins@38,1,0,1998-0332,3,2-1,1,False,Group,1990s,Stade de France,Paris,Brazil,Home win
Morocco,Norway,2,0,2,0,29750,"Stade de la Mosson, Montpellier",Group stage,1998-06-10,France,1998,"Mustapha Hadji@38,Abdeljalil Hadda@59",Dan Eggen@60,0,1,1998-0333,4,2-2,0,False,Group,1990s,Stade de la Mosson,Montpellier,Draw,Draw
Nigeria,Argentina,2,0,3,0,43285,"Estádio José Pinheiro Borba, Porto Alegre",Group stage,2014-06-25,Brazil,2014,"Ahmed Musa@4,Ahmed Musa@47","Lionel Messi@3,Lionel Messi@45+1,Marcos Rojo@50",0,0,2014-0334,5,2-3,1,False,Group,2010s,Estádio José Pinheiro Borba,Porto Alegre,Argentina,Away win
Brazil,Italy,0,3,0,2,94194,"Rose Bowl, Los Angeles",Final,1994-07-17,United States,1994,,,0,0,1994-0335,0,0-0,0,True,Final,1990s,Rose Bowl,Los Angeles,Brazil,Home win on penalties
Honduras,Switzerland,0,0,3,0,40322,"Arena da Amazônia, Manaus",Group stage,2014-06-25,Brazil,2014,,"Xherdan Shaqiri@6,Xherdan Shaqiri@31,Xherdan Shaqiri@71",0,0,2014-0336,3,0-3,3,False,Group,2010s,Arena da Amazônia,Manaus,Switzerland,Away win
Ecuador,France,0,0,0,0,73749,"Estadio Jornalista Mário Filho, Rio de Janeiro",Group stage,2014-06-25,Brazil,2014,,,0,0,2014-0337,0,0-0,0,False,Group,2010s,Estadio Jornalista Mário Filho,Rio de Janeiro,Draw,Draw
Sweden,Bulgaria,4,0,0,0,91500,"Rose Bowl, Los Angeles",Third-place match,1994-07-16,United States,1994,"Tomas Brolin@8,Håkan Mild@30,Henrik Larsson@37,Kennet Andersson@40",,0,0,1994-0338,4,4-0,4,False,Placement,1990s,Rose Bowl,Los Angeles,Sweden,Home win
Bulgaria,Italy,1,0,2,0,74110,"Giants Stadium, New York/New Jersey",Semi-finals,1994-07-13,United States,1994,Hristo Stoichkov@44,"Roberto Baggio@21,Roberto Baggio@25",0,0,1994-0339,3,1-2,1,False,Knockout,1990s,Giants Stadium,New York/New Jersey,Italy,Away win
Sweden,Brazil,0,0,1,0,91856,"Rose Bowl, Los Angeles",Semi-finals,1994-07-13,United States,1994,,Romário@80,0,0,1994-0340,1,0-1,1,False,Knockout,1990s,Rose Bowl,Los Angeles,Brazil,Away win
Bulgaria,Germany,2,0,1,0,72000,"Giants Stadium, New York/New Jersey",Quarter-finals,1994-07-10,United States,1994,"Hristo Stoichkov@75,Yordan Letchkov@78",Lothar Matthäus@47,0,0,1994-0341,3,2-1,1,False,Knockout,1990s,Giants Stadium,New York/New Jersey,Bulgaria,Home win
Romania,Sweden,2,4,2,5,83500,"Stanford Stadium, San Francisco",Quarter-finals,1994-07-10,United States,1994,"Florin Rducioiu@88,Florin Rducioiu@101","Tomas Brolin@78,Kennet Andersson@115",0,0,1994-0342,4,2-2,0,True,Knockout,1990s,Stanford Stadium,San Francisco,Sweden,Away win on penalties
Italy,Spain,2,0,1,0,53400,"Foxboro Stadium, Boston",Quarter-finals,1994-07-09,United States,1994,"Dino Baggio@25,Roberto Baggio@88",José Luis Caminero@58,0,0,1994-0343,3,2-1,1,False,Knockout,1990s,Foxboro Stadium,Boston,Italy,Home win
Netherlands,Brazil,2,0,3,0,63500,"Cotton Bowl, Dallas",Quarter-finals,1994-07-09,United States,1994,"Dennis Bergkamp@64,Aron Winter@76","Romário@53,Bebeto@63,Branco@81",0,0,1994-0344,5,2-3,1,False,Knockout,1990s,Cotton Bowl,Dallas,Brazil,Away win
Nigeria,Italy,1,0,2,0,54367,"Foxboro Stadium, Boston",Round of 16,1994-07-05,United States,1994,Emmanuel Amunike@25,"Roberto Baggio@88,Roberto Baggio@102",0,0,1994-0345,3,1-2,1,False,Knockout,1990s,Foxboro Stadium,Boston,Italy,Away win
Mexico,Bulgaria,1,1,1,3,71030,"Giants Stadium, New York/New Jersey",Round of 16,1994-07-05,United States,1994,Alberto García Aspe@18,Hristo Stoichkov@6,0,0,1994-0346,2,1-1,0,True,Knockout,1990s,Giants Stadium,New York/New Jersey,Bulgaria,Away win on penalties
Netherlands,Republic of Ireland,2,0,0,0,61355,"Citrus Bowl, Orlando",Round of 16,1994-07-04,United States,1994,"Dennis Bergkamp@11,Wim Jonk@41",,0,0,1994-0347,2,2-0,2,False,Knockout,1990s,Citrus Bowl,Orlando,Netherlands,Home win
Brazil,United States,1,0,0,0,84147,"Stanford Stadium, San Francisco",Round of 16,1994-07-04,United States,1994,Bebeto@72,,0,0,1994-0348,1,1-0,1,False,Knockout,1990s,Stanford Stadium,San Francisco,Brazil,Home win
Saudi Arabia,Sweden,1,0,3,0,60277,"Cotton Bowl, Dallas",Round of 16,1994-07-03,United States,1994,Fahad Al-Ghesheyan@85,"Martin Dahlin@6,Kennet Andersson@51,Kennet Andersson@88",0,0,1994-0349,4,1-3,2,False,Knockout,1990s,Cotton Bowl,Dallas,Sweden,Away win
Italy,Czechoslovakia,2,0,0,0,73303,"Stadio Olimpico, Rome",Group stage,1990-06-19,Italy,1990,"Salvatore Schillaci@9,Roberto Baggio@78",,0,0,1990-0350,2,2-0,2,False,Group,1990s,Stadio Olimpico,Rome,Italy,Home win
Romania,Argentina,3,0,2,0,90469,"Rose Bowl, Los Angeles",Round of 16,1994-07-03,United States,1994,"Ilie Dumitrescu@11,Ilie Dumitrescu@18,Gheorghe Hagi@58","Abel Balbo@75,Gabriel Batistuta@16",0,0,1994-0351,5,3-2,1,False,Knockout,1990s,Rose Bowl,Los Angeles,Romania,Home win
Argentina,Romania,1,0,1,0,52733,"San Paolo, Naples",Group stage,1990-06-18,Italy,1990,Pedro Monzón@62,Gabi Balint@68,0,0,1990-0352,2,1-1,0,False,Group,1990s,San Paolo,Naples,Draw,Draw
Germany,Belgium,3,0,2,0,60246,"Soldier Field, Chicago",Round of 16,1994-07-02,United States,1994,"Rudi Völler@6,Jürgen Klinsmann@11,Rudi Völler@40","Georges Grün@8,Philippe Albert@90",0,0,1994-0353,5,3-2,1,False,Knockout,1990s,Soldier Field,Chicago,Germany,Home win
Cameroon,Soviet Union,0,0,4,0,37307,"Stadio San Nicola, Bari",Group stage,1990-06-18,Italy,1990,,"Oleh Protasov@20,Andrei Zygmantovich@29,Oleksandr Zavarov@52,Igor Dobrovolski@63",0,0,1990-0354,4,0-4,4,False,Group,1990s,Stadio San Nicola,Bari,Soviet Union,Away win
Spain,Switzerland,3,0,0,0,53121,"RFK Stadium, Washington Dc",Round of 16,1994-07-02,United States,1994,"Fernando Hierro@15,Luis Enrique@74,Txiki Begiristain@86",,0,0,1994-0355,3,3-0,3,False,Knockout,1990s,RFK Stadium,Washington Dc,Spain,Home win
Republic of Ireland,Egypt,0,0,0,0,33288,"Della Favorita, Palermo",Group stage,1990-06-17,Italy,1990,,,0,0,1990-0356,0,0-0,0,False,Group,1990s,Della Favorita,Palermo,Draw,Draw
Greece,Nigeria,0,0,2,0,53001,"Foxboro Stadium, Boston",Group stage,1994-06-30,United States,1994,,"Finidi George@45,Daniel Amokachi@90",0,0,1994-0357,2,0-2,2,False,Group,1990s,Foxboro Stadium,Boston,Nigeria,Away win
Belgium,Uruguay,3,0,1,0,33759,"Marc Antonio Bentegodi, Verona",Group stage,1990-06-17,Italy,1990,"Lei Clijsters@15,Enzo Scifo@24,Jan Ceulemans@47",Pablo Bengoechea@73,0,0,1990-0358,4,3-1,2,False,Group,1990s,Marc Antonio Bentegodi,Verona,Belgium,Home win
Argentina,Bulgaria,0,0,2,0,63998,"Cotton Bowl, Dallas",Group stage,1994-06-30,United States,1994,,"Hristo Stoichkov@61,Nasko Sirakov@90",0,0,1994-0359,2,0-2,2,False,Group,1990s,Cotton Bowl,Dallas,Bulgaria,Away win
Korea Republic,Spain,1,0,3,0,32733,"Dacia Arena, Udine",Group stage,1990-06-17,Italy,1990,Hwangbo Kwan@43,"Míchel@23,Míchel@61,Míchel@81",0,0,1990-0360,4,1-3,2,False,Group,1990s,Dacia Arena,Udine,Spain,Away win
Morocco,Netherlands,1,0,2,0,60578,"Citrus Bowl, Orlando",Group stage,1994-06-29,United States,1994,Hassan Nader@47,"Dennis Bergkamp@43,Bryan Roy@77",0,0,1994-0361,3,1-2,1,False,Group,1990s,Citrus Bowl,Orlando,Netherlands,Away win
Brazil,Costa Rica,1,0,0,0,58007,"Stadio delle Alpi, Turin",Group stage,1990-06-16,Italy,1990,Müller@33,,0,0,1990-0362,1,1-0,1,False,Group,1990s,Stadio delle Alpi,Turin,Brazil,Home win
Belgium,Saudi Arabia,0,0,1,0,52959,"RFK Stadium, Washington Dc",Group stage,1994-06-29,United States,1994,,Saeed Al-Owairan@5,0,0,1994-0363,1,0-1,1,False,Group,1990s,RFK Stadium,Washington Dc,Saudi Arabia,Away win
Italy,Mexico,1,0,1,0,52535,"RFK Stadium, Washington Dc",Group stage,1994-06-28,United States,1994,Daniele Massaro@48,Marcelino Bernal@57,0,0,1994-0364,2,1-1,0,False,Group,1990s,RFK Stadium,Washington Dc,Draw,Draw
Republic of Ireland,Norway,0,0,0,0,72404,"Giants Stadium, New York/New Jersey",Group stage,1994-06-28,United States,1994,,,0,0,1994-0365,0,0-0,0,False,Group,1990s,Giants Stadium,New York/New Jersey,Draw,Draw
Russia,Cameroon,6,0,1,0,74914,"Stanford Stadium, San Francisco",Group stage,1994-06-28,United States,1994,"Oleg Salenko@15,Oleg Salenko@41,Oleg Salenko@72,Oleg Salenko@75,Dmitri Radchenko@81,Oleg Salenko@44",Roger Milla@46,0,0,1994-0366,7,6-1,5,False,Group,1990s,Stanford Stadium,San Francisco,Russia,Home win
Brazil,Sweden,1,0,1,0,77217,"Pontiac Silverdome, Detroit",Group stage,1994-06-28,United States,1994,Romário@46,Kennet Andersson@23,0,0,1994-0367,2,1-1,0,False,Group,1990s,Pontiac Silverdome,Detroit,Draw,Draw
Germany,Korea Republic,3,0,2,0,63998,"Cotton Bowl, Dallas",Group stage,1994-06-27,United States,1994,"Jürgen Klinsmann@12,Karl-Heinz Riedle@20,Jürgen Klinsmann@37","Hwang Sun-hong@52,Hong Myung-bo@63",0,0,1994-0368,5,3-2,1,False,Group,1990s,Cotton Bowl,Dallas,Germany,Home win
Bolivia,Spain,1,0,3,0,63089,"Soldier Field, Chicago",Group stage,1994-06-27,United States,1994,Erwin Sánchez@67,"José Luis Caminero@66,José Luis Caminero@70,Pep Guardiola@19",0,0,1994-0369,4,1-3,2,False,Group,1990s,Soldier Field,Chicago,Spain,Away win
Bulgaria,Greece,4,0,0,0,63160,"Soldier Field, Chicago",Group stage,1994-06-26,United States,1994,"Yordan Letchkov@65,Daniel Borimirov@90,Hristo Stoichkov@5,Hristo Stoichkov@55",,0,0,1994-0370,4,4-0,4,False,Group,1990s,Soldier Field,Chicago,Bulgaria,Home win
United States,Romania,0,0,1,0,93869,"Rose Bowl, Los Angeles",Group stage,1994-06-26,United States,1994,,Dan Petrescu@18,0,0,1994-0371,1,0-1,1,False,Group,1990s,Rose Bowl,Los Angeles,Romania,Away win
Italy,Uruguay,0,0,1,0,39706,"Arena das Dunas, Natal",Group stage,2014-06-24,Brazil,2014,,Diego Godín@81,0,0,2014-0372,1,0-1,1,False,Group,2010s,Arena das Dunas,Natal,Uruguay,Away win
Brazil,Ghana,3,0,0,0,65000,"Signal Iduna Park, Dortmund",Round of 16,2006-06-27,Germany,2006,"Ronaldo@5,Adriano@45+1,Zé Roberto@84",,0,0,2006-0373,3,3-0,3,False,Knockout,2000s,Signal Iduna Park,Dortmund,Brazil,Home win
Spain,France,1,0,3,0,43000,"HDI-Arena, Hannover",Round of 16,2006-06-27,Germany,2006,David Villa@28,"Franck Ribéry@41,Patrick Vieira@83,Zinédine Zidane@90+2",0,0,2006-0374,4,1-3,2,False,Knockout,2000s,HDI-Arena,Hannover,France,Away win
Italy,Australia,1,0,0,0,46000,"Fritz-Walter-Stadion, Kaiserslautern",Round of 16,2006-06-26,Germany,2006,Francesco Totti@90+5,,0,0,2006-0375,1,1-0,1,False,Knockout,2000s,Fritz-Walter-Stadion,Kaiserslautern,Italy,Home win
Switzerland,Ukraine,0,0,0,3,45000,"RheinEnergieSTADION, Köln",Round of 16,2006-06-26,Germany,2006,,,0,0,2006-0376,0,0-0,0,True,Knockout,2000s,RheinEnergieSTADION,Köln,Ukraine,Away win on penalties
England,Ecuador,1,0,0,0,52000,"Mercedes-Benz Arena, Stuttgart",Round of 16,2006-06-25,Germany,2006,David Beckham@60,,0,0,2006-0377,1,1-0,1,False,Knockout,2000s,Mercedes-Benz Arena,Stuttgart,England,Home win
Japan,Colombia,1,0,4,0,40340,"Arena Pantanal, Cuiabá",Group stage,2014-06-24,Brazil,2014,Shinji Okazaki@45+1,"Jackson Martínez@55,Jackson Martínez@82,James Rodríguez@90,Juan Cuadrado@17",0,0,2014-0378,5,1-4,3,False,Group,2010s,Arena Pantanal,Cuiabá,Colombia,Away win
Portugal,Netherlands,1,0,0,0,41000,"Max-Morlock-Stadion, Nürnberg",Round of 16,2006-06-25,Germany,2006,Maniche@23,,0,0,2006-0379,1,1-0,1,False,Knockout,2000s,Max-Morlock-Stadion,Nürnberg,Portugal,Home win
Greece,Côte d'Ivoire,2,0,1,0,59095,"Estádio Castelão, Fortaleza",Group stage,2014-06-24,Brazil,2014,"Andreas Samaris@42,Georgios Samaras@90+3",Wilfried Bony@74,0,0,2014-0380,3,2-1,1,False,Group,2010s,Estádio Castelão,Fortaleza,Greece,Home win
Germany,Sweden,2,0,0,0,66000,"Allianz Arena, München",Round of 16,2006-06-24,Germany,2006,"Lukas Podolski@4,Lukas Podolski@12",,0,0,2006-0381,2,2-0,2,False,Knockout,2000s,Allianz Arena,München,Germany,Home win
Argentina,Mexico,2,0,1,0,43000,"Red Bull Arena, Leipzig",Round of 16,2006-06-24,Germany,2006,Hernán Crespo@10,Rafael Márquez@6,0,0,2006-0382,3,2-1,1,False,Knockout,2000s,Red Bull Arena,Leipzig,Argentina,Home win
Saudi Arabia,Spain,0,0,1,0,46000,"Fritz-Walter-Stadion, Kaiserslautern",Group stage,2006-06-23,Germany,2006,,Juanito@36,0,0,2006-0383,1,0-1,1,False,Group,2000s,Fritz-Walter-Stadion,Kaiserslautern,Spain,Away win
Ukraine,Tunisia,1,0,0,0,72000,"Olympiastadion Berlin, Berlin",Group stage,2006-06-23,Germany,2006,Andriy Shevchenko@70,,0,0,2006-0384,1,1-0,1,False,Group,2000s,Olympiastadion Berlin,Berlin,Ukraine,Home win
Togo,France,0,0,2,0,45000,"RheinEnergieSTADION, Köln",Group stage,2006-06-23,Germany,2006,,"Patrick Vieira@55,Thierry Henry@61",0,0,2006-0385,2,0-2,2,False,Group,2000s,RheinEnergieSTADION,Köln,France,Away win
Switzerland,Korea Republic,2,0,0,0,43000,"HDI-Arena, Hannover",Group stage,2006-06-23,Germany,2006,"Philippe Senderos@23,Alexander Frei@77",,0,0,2006-0386,2,2-0,2,False,Group,2000s,HDI-Arena,Hannover,Switzerland,Home win
Ghana,United States,2,0,1,0,41000,"Max-Morlock-Stadion, Nürnberg",Group stage,2006-06-22,Germany,2006,"Haminu Draman@22,Stephen Appiah@45+2",Clint Dempsey@43,0,0,2006-0387,3,2-1,1,False,Group,2000s,Max-Morlock-Stadion,Nürnberg,Ghana,Home win
Czech Republic,Italy,0,0,2,0,50000,"Volksparkstadion, Hamburg",Group stage,2006-06-22,Germany,2006,,"Marco Materazzi@26,Filippo Inzaghi@87",0,0,2006-0388,2,0-2,2,False,Group,2000s,Volksparkstadion,Hamburg,Italy,Away win
Japan,Brazil,1,0,4,0,65000,"Signal Iduna Park, Dortmund",Group stage,2006-06-22,Germany,2006,Keiji Tamada@34,"Ronaldo@45+1,Juninho Pernambucano@53,Gilberto@59,Ronaldo@81",0,0,2006-0389,5,1-4,3,False,Group,2000s,Signal Iduna Park,Dortmund,Brazil,Away win
Croatia,Australia,2,0,2,0,52000,"Mercedes-Benz Arena, Stuttgart",Group stage,2006-06-22,Germany,2006,"Darijo Srna@2,Niko Kova@56","Harry Kewell@79,Craig Moore@38",0,0,2006-0390,4,2-2,0,False,Group,2000s,Mercedes-Benz Arena,Stuttgart,Draw,Draw
Portugal,Mexico,2,0,1,0,52000,"Veltins-Arena, Gelsenkirchen",Group stage,2006-06-21,Germany,2006,"Maniche@6,Simão Sabrosa@24",Francisco Fonseca@29,0,0,2006-0391,3,2-1,1,False,Group,2000s,Veltins-Arena,Gelsenkirchen,Portugal,Home win
IR Iran,Angola,1,0,1,0,38000,"Red Bull Arena, Leipzig",Group stage,2006-06-21,Germany,2006,Sohrab Bakhtiarizadeh@75,Flávio Amado@60,0,0,2006-0392,2,1-1,0,False,Group,2000s,Red Bull Arena,Leipzig,Draw,Draw
Côte d'Ivoire,Serbia and Montenegro,3,0,2,0,66000,"Allianz Arena, München",Group stage,2006-06-21,Germany,2006,"Aruna Dindane@67,Aruna Dindane@37,Bonaventure Kalou@86","Nikola Žigi@10,Nikola Žigi@20,Saša Ili@20",0,0,2006-0393,5,3-2,1,False,Group,2000s,Allianz Arena,München,Côte d'Ivoire,Home win
Netherlands,Argentina,0,0,0,0,48000,"Commerzbank-Arena, Frankfurt am Main",Group stage,2006-06-21,Germany,2006,,,0,0,2006-0394,0,0-0,0,False,Group,2000s,Commerzbank-Arena,Frankfurt am Main,Draw,Draw
Costa Rica,Poland,1,0,2,0,43000,"HDI-Arena, Hannover",Group stage,2006-06-20,Germany,2006,Rónald Gómez@25,"Bartosz Bosacki@33,Bartosz Bosacki@66",0,0,2006-0395,3,1-2,1,False,Group,2000s,HDI-Arena,Hannover,Poland,Away win
England,Netherlands,0,0,0,0,35267,"Sant Elia, Cagliari",Group stage,1990-06-16,Italy,1990,,,0,0,1990-0396,0,0-0,0,False,Group,1990s,Sant Elia,Cagliari,Draw,Draw
Sweden,Scotland,1,0,2,0,31823,"Luigi Ferraris, Genoa",Group stage,1990-06-16,Italy,1990,Glenn Strömberg@86,"Stuart McCall@11,Mo Johnston@81",0,0,1990-0397,3,1-2,1,False,Group,1990s,Luigi Ferraris,Genoa,Scotland,Away win
Austria,Czechoslovakia,0,0,1,0,38962,"Comunale, Florence",Group stage,1990-06-15,Italy,1990,,Michal Bílek@31,0,0,1990-0398,1,0-1,1,False,Group,1990s,Comunale,Florence,Czechoslovakia,Away win
West Germany,United Arab Emirates,5,0,1,0,71169,"Giuseppe Meazza, Milan",Group stage,1990-06-15,Italy,1990,"Rudi Völler@35,Jürgen Klinsmann@37,Lothar Matthäus@47,Uwe Bein@58,Rudi Völler@75",Khalid Ismaïl@46,0,0,1990-0399,6,5-1,4,False,Group,1990s,Giuseppe Meazza,Milan,West Germany,Home win
Yugoslavia,Colombia,1,0,0,0,32257,"Renato Dall Ara, Bologna",Group stage,1990-06-14,Italy,1990,Davor Jozi@75,,0,0,1990-0400,1,1-0,1,False,Group,1990s,Renato Dall Ara,Bologna,Yugoslavia,Home win
Cameroon,Romania,2,0,1,0,38687,"Stadio San Nicola, Bari",Group stage,1990-06-14,Italy,1990,"Roger Milla@76,Roger Milla@86",Gabi Balint@88,0,0,1990-0401,3,2-1,1,False,Group,1990s,Stadio San Nicola,Bari,Cameroon,Home win
Italy,United States,1,0,0,0,73423,"Stadio Olimpico, Rome",Group stage,1990-06-14,Italy,1990,Giuseppe Giannini@11,,0,0,1990-0402,1,1-0,1,False,Group,1990s,Stadio Olimpico,Rome,Italy,Home win
Uruguay,Spain,0,0,0,0,35713,"Dacia Arena, Udine",Group stage,1990-06-13,Italy,1990,,,0,0,1990-0403,0,0-0,0,False,Group,1990s,Dacia Arena,Udine,Draw,Draw
Argentina,Soviet Union,2,0,0,0,55759,"San Paolo, Naples",Group stage,1990-06-13,Italy,1990,"Pedro Troglio@27,Jorge Burruchaga@79",,0,0,1990-0404,2,2-0,2,False,Group,1990s,San Paolo,Naples,Argentina,Home win
Belgium,Korea Republic,2,0,0,0,32790,"Marc Antonio Bentegodi, Verona",Group stage,1990-06-12,Italy,1990,"Marc Degryse@53,Michel De Wolf@64",,0,0,1990-0405,2,2-0,2,False,Group,1990s,Marc Antonio Bentegodi,Verona,Belgium,Home win
Netherlands,Egypt,1,0,1,0,33288,"Della Favorita, Palermo",Group stage,1990-06-12,Italy,1990,Wim Kieft@58,Magdi Abdelghani@83,0,0,1990-0406,2,1-1,0,False,Group,1990s,Della Favorita,Palermo,Draw,Draw
Costa Rica,Scotland,1,0,0,0,30867,"Luigi Ferraris, Genoa",Group stage,1990-06-11,Italy,1990,Juan Cayasso@49,,0,0,1990-0407,1,1-0,1,False,Group,1990s,Luigi Ferraris,Genoa,Costa Rica,Home win
